Ironwood Golem,"Taunt 

Can only attack if you have 3 or more Armor.",Druid,Common,Minion,4,3,6,,https://www.hearthstonetopdecks.com/wp-content/uploads/2017/12/ironwood-golem-200x286.png
Ivory Knight,Battlecry:   Discover  a spell. Restore health to your hero equal to its Cost.,Paladin,Rare,Minion,6,4,4,,https://www.hearthstonetopdecks.com/wp-content/uploads/2016/07/ivory-knight-hd-200x286.png
"Ixlid, Fungal Lord","After you play a minion, summon a copy of it.",Druid,Legendary,Minion,5,2,4,,https://www.hearthstonetopdecks.com/wp-content/uploads/2017/11/ixlid-fungal-lord-1-200x286.png
Jade Behemoth,"Taunt 

 Battlecry:  Summon a  Jade Golem.",Druid,Common,Minion,6,3,6,,https://www.hearthstonetopdecks.com/wp-content/uploads/2016/11/jade-behemoth-200x286.png
Jade Blossom,Summon a  Jade Golem . Gain an empty Mana Crystal.,Druid,Common,Spell,3,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2016/11/jade-blossom-200x286.png
Jade Chieftain,Battlecry:  Summon a  Jade Golem.  Give it  Taunt.,Shaman,Common,Minion,7,5,5,,https://www.hearthstonetopdecks.com/wp-content/uploads/2016/11/jade-chieftain-1-200x286.png
Jade Claws,"Battlecry:  Summon a  Jade Golem .

 Overload:  (1)",Shaman,Rare,Weapon,2,2,,2,https://www.hearthstonetopdecks.com/wp-content/uploads/2016/11/jade-claws-1-200x286.png
Jade Idol,Choose One  - Summon a  Jade Golem ; or Shuffle 3 copies of this card into your deck.,Druid,Rare,Spell,1,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2016/11/jade-idol-1-200x286.png
Jade Lightning,"Deal 4 damage.

Summon a  Jade Golem .",Shaman,Common,Spell,4,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2016/11/jade-lightning-200x286.png
Jade Shuriken,"Deal 2 damage.

 Combo:  Summon a  Jade Golem.",Rogue,Common,Spell,2,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2016/11/jade-shuriken-1-200x286.png
Jade Spirit,Battlecry:  Summon a  Jade Golem .,Druid,Common,Minion,4,2,3,,https://www.hearthstonetopdecks.com/wp-content/uploads/2016/11/jade-spirit-200x286.png
Jade Swarmer,"Stealth, Deathrattle:  Summon a  Jade Golem .",Rogue,Common,Minion,2,1,1,,https://www.hearthstonetopdecks.com/wp-content/uploads/2016/11/jade-swarmer-200x286.png
"Jan'alai, the Dragonhawk","Battlecry:  If your Hero Power dealt 8 damage this game, summon Ragnaros the Firelord.",Mage,Legendary,Minion,7,4,4,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/11/janalai-the-dragonhawk-card-art-200x286.png
Jeeves,"At the end of each player's turn, that player draws until they have 3 cards.",Neutral,Rare,Minion,4,1,4,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/11/jeeves-200x286.png
Jepetto Joybuzz,"Battlecry:  Draw 2 minions from your deck. Set their Attack, Health, and Cost to 1.",Neutral,Legendary,Minion,8,6,6,,https://www.hearthstonetopdecks.com/wp-content/uploads/2019/03/Jepetto-Joybuzz-1-200x276.png
Jeweled Macaw,Battlecry:  Add a random Beast to your hand.,Hunter,Common,Minion,1,1,1,,https://www.hearthstonetopdecks.com/wp-content/uploads/2017/03/jeweled-macaw-200x286.png
Jeweled Scarab,Battlecry:   Discover  a (3)-Cost card.,Neutral,Common,Minion,2,1,1,,https://www.hearthstonetopdecks.com/wp-content/uploads/2015/11/jeweled-scarab-hd-200x286.png
Jinyu Waterspeaker,"Battlecry:  Restore 6 health.

 Overload:  (1)",Shaman,Rare,Minion,4,3,6,,https://www.hearthstonetopdecks.com/wp-content/uploads/2016/11/jinyu-waterspeaker-1-200x286.png
Journey Below,Discover  a  Deathrattle  card.,Rogue,Rare,Spell,1,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2016/04/journey-below-200x286.png
Juicy Psychmelon,"Draw a 7, 8, 9, and 10-Cost minion from your deck.",Druid,Epic,Spell,4,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/07/Juicy-Psychmelon-200x285.png
Jumbo Imp,Costs (1) less whenever a friendly Demon dies while this is in your hand.,Warlock,Epic,Minion,10,8,8,,https://www.hearthstonetopdecks.com/wp-content/uploads/2019/04/Jumbo-Imp-200x280.png
Jungle Giants,"Quest:  Summon 5 minions with 5 or more Attack.

 Reward:  Barnabus.",Druid,Legendary,Spell,1,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2017/03/jungle-giants-200x286.png
Jungle Moonkin,Both players have  Spell Damage +2.,Druid,Rare,Minion,4,4,4,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/07/jungle-moonkin-200x286.png
Jungle Panther,Stealth,Neutral,Common,Minion,3,4,2,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/03/jungle-panther-200x286.png
Junkbot,"Whenever a friendly Mech dies, gain +2/+2.",Neutral,Epic,Minion,5,1,5,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/12/junkbot-200x286.png
Justicar Trueheart,Battlecry:  Replace your starting Hero Power with a better one.,Neutral,Legendary,Minion,6,6,3,,https://www.hearthstonetopdecks.com/wp-content/uploads/2015/07/justicar-trueheart-hd-200x286.png
Kabal Chemist,Battlecry:  Add a random Potion to your hand.,Mage,Common,Minion,4,3,3,,https://www.hearthstonetopdecks.com/wp-content/uploads/2016/11/kabal-chemist-200x286.png
Kabal Courier,"Battlecry:   Discover  a Mage, Priest, or Warlock card.",Mage,Rare,Minion,3,2,2,,https://www.hearthstonetopdecks.com/wp-content/uploads/2016/11/kabal-courier-1-200x286.png
Kabal Crystal Runner,Costs (2) less for each  Secret  you've played this game.,Mage,Rare,Minion,6,5,5,,https://www.hearthstonetopdecks.com/wp-content/uploads/2016/11/kabal-crystal-runner-200x286.png
Kabal Lackey,Battlecry:  The next  Secret  you play this turn costs (0).,Mage,Common,Minion,1,2,1,,https://www.hearthstonetopdecks.com/wp-content/uploads/2016/11/kabal-lackey-1-200x286.png
Kabal Songstealer,Battlecry: Silence  a minion.,Priest,Common,Minion,5,5,5,,https://www.hearthstonetopdecks.com/wp-content/uploads/2016/11/kabal-songstealer-200x286.png
Kabal Talonpriest,Battlecry:  Give a friendly minion +3 Health.,Priest,Common,Minion,3,3,4,,https://www.hearthstonetopdecks.com/wp-content/uploads/2016/11/kabal-talonpriest-1-200x286.png
Kabal Trafficker,"At the end of your turn, add a random Demon to your hand.",Warlock,Epic,Minion,6,6,6,,https://www.hearthstonetopdecks.com/wp-content/uploads/2016/11/kabal-trafficker-200x286.png
Kaboom Bot,Deathrattle:  Deal 4 damage to random enemy minion.,Neutral,Common,Minion,3,2,2,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/08/kaboom-bot-200x286.png
Kalecgos,"Your first spell each turn costs (0).

 Battlecry:  Discover  a spell.",Mage,Legendary,Minion,10,4,12,,https://www.hearthstonetopdecks.com/wp-content/uploads/2019/03/Kalecgos-200x287.png
"Kalimos, Primal Lord","Battlecry:  If you played an Elemental last turn, cast an Elemental Invocation.",Shaman,Legendary,Minion,8,7,7,,https://www.hearthstonetopdecks.com/wp-content/uploads/2017/03/kalimos-primal-lord-1-200x286.png
Kangor's Endless Army,Resurrect 3 friendly Mechs. They keep any  Magnetic  upgrades.,Paladin,Legendary,Spell,7,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/07/kangors-endless-army-200x286.png
Kara Kazham!,"Summon a 1/1 Candle, 2/2 Broom, and 3/3 Teapot.",Warlock,Common,Spell,5,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2016/08/kara-kazham-hd-200x286.png
Kathrena Winterwisp,Battlecry and Deathrattle:   Recruit  a Beast.,Hunter,Legendary,Minion,8,6,6,,https://www.hearthstonetopdecks.com/wp-content/uploads/2017/11/kathrena-winterwisp-200x286.png
Kazakus,"Battlecry:  If your deck has no duplicates, create a custom spell.",Mage,Legendary,Minion,4,3,3,,https://www.hearthstonetopdecks.com/wp-content/uploads/2016/11/kazakus-1-200x286.png
Keening Banshee,"Whenever you play a card, remove the top 3 cards of your deck.",Neutral,Rare,Minion,4,5,5,,https://www.hearthstonetopdecks.com/wp-content/uploads/2017/08/keening-banshee-200x286.png
Keeper of the Grove,Choose One  - Deal 2 damage; or  Silence  a minion.,Druid,Rare,Minion,4,2,2,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/03/keeper-of-the-grove-nerf-200x286.png
Keeper of Uldaman,Battlecry:  Set a minion's Attack and Health to 3.,Paladin,Common,Minion,4,3,4,,https://www.hearthstonetopdecks.com/wp-content/uploads/2015/11/keeper-of-uldaman-hd-200x286.png
Keeper Stalladris,"After you cast a  Choose One  spell, add copies of both choices to your hand.",Druid,Legendary,Minion,2,2,3,,https://www.hearthstonetopdecks.com/wp-content/uploads/2019/03/Keeper-Stalladris-1-200x276.png
Kel'Thuzad,"At the end of the turn, summon all friendly minions that died this turn.",Neutral,Legendary,Minion,8,6,8,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/07/kelthuzad-1-200x286.png
Kezan Mystic,Battlecry: Take control of a random enemy Secret.,Neutral,Rare,Minion,4,4,3,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/12/kezan-mystic-200x286.png
Khadgar,Your cards that summon minions summon twice as many.,Mage,Legendary,Minion,2,2,2,,https://www.hearthstonetopdecks.com/wp-content/uploads/2019/03/Khadgar-200x287.png
Kidnapper,Combo: Return a minion to its owner's hand.,Rogue,Epic,Minion,6,5,3,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/03/kidnapper-200x286.png
Kill Command,"Deal 3 damage. If you have a Beast, deal 5 damage instead.",Hunter,Free,Spell,3,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/03/kill-command-200x286.png
Kindly Grandmother,Deathrattle:  Summon a 3/2 Big Bad Wolf.,Hunter,Common,Minion,2,1,1,,https://www.hearthstonetopdecks.com/wp-content/uploads/2016/07/kindly-grandmother-200x286.png
King Krush,Charge,Hunter,Legendary,Minion,9,8,8,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/03/king-krush-200x286.png
King Mosh,Battlecry:  Destroy all damaged minions.,Warrior,Legendary,Minion,9,9,7,,https://www.hearthstonetopdecks.com/wp-content/uploads/2017/03/king-mosh-200x286.png
King Mukla,Battlecry: Give your opponent 2 Bananas.,Neutral,Legendary,Minion,3,5,5,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/03/king-mukla-200x286.png
King of Beasts,Taunt. Battlecry: Gain +1 Attack for each other Beast you have.,Hunter,Rare,Minion,5,2,6,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/12/king-of-beasts-200x286.png
King Togwaggle,Battlecry:  Swap decks with your opponent. Give them a Ransom spell to swap back.,Neutral,Legendary,Minion,8,5,5,,https://www.hearthstonetopdecks.com/wp-content/uploads/2017/11/king-togwaggle-1-200x286.png
King's Defender,"Battlecry:  If you have a minion with  Taunt , gain +1 durability.",Warrior,Rare,Weapon,3,3,,2,https://www.hearthstonetopdecks.com/wp-content/uploads/2015/07/kings-defender-hd-200x286.png
King's Elekk,"Battlecry:  Reveal a minion in each deck. If yours costs more, draw it.",Hunter,Common,Minion,2,3,2,,https://www.hearthstonetopdecks.com/wp-content/uploads/2015/08/kings-elekk-hd-200x286.png
Kingsbane,Deathrattle:  Shuffle this into your deck. It keeps any enchantments.,Rogue,Legendary,Weapon,1,1,,3,https://www.hearthstonetopdecks.com/wp-content/uploads/2017/12/kingsbane-200x286.png
Kirin Tor Mage,Battlecry: The next Secret you play this turn costs (0).,Mage,Rare,Minion,3,4,3,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/03/kirin-tor-mage-200x286.png
Kirin Tor Tricaster,"Spell Damage +3 

Your spells cost (1) more.",Mage,Rare,Minion,4,3,3,,https://www.hearthstonetopdecks.com/wp-content/uploads/2019/04/Kirin-Tor-Tricaster-200x280.png
Klaxxi Amber-Weaver,"Battlecry:  If your C'Thun has at least 10 Attack, gain +5 Health.",Druid,Rare,Minion,4,4,5,,https://www.hearthstonetopdecks.com/wp-content/uploads/2016/03/klaxxi-amber-weaver-hd-200x286.png
Knife Juggler,"After you summon a minion, deal 1 damage to a random enemy.",Neutral,Rare,Minion,2,2,2,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/03/knife-juggler-nerf-200x286.png
Knight of the Wild,"Whenever you summon a Beast, reduce the Cost of this card by (1).",Druid,Rare,Minion,7,6,6,,https://www.hearthstonetopdecks.com/wp-content/uploads/2015/08/knight-of-the-wild-hd-200x286.png
Knuckles,"After this attacks a minion, it also hits the enemy hero.",Hunter,Legendary,Minion,5,3,7,,https://www.hearthstonetopdecks.com/wp-content/uploads/2016/11/knuckles-200x286.png
Kobold Apprentice,Battlecry:  Deal 3 damage randomly split among all enemies.,Neutral,Common,Minion,3,2,1,,https://www.hearthstonetopdecks.com/wp-content/uploads/2017/12/kobold-apprentice-200x286.png
Kobold Barbarian,"At the start of your turn, attack a random enemy.",Warrior,Rare,Minion,3,4,4,,https://www.hearthstonetopdecks.com/wp-content/uploads/2017/12/kobold-barbarian-200x286.png
Kobold Geomancer,Spell Damage +1,Neutral,Free,Minion,2,2,2,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/03/kobold-geomancer-200x286.png
Kobold Hermit,Battlecry:  Choose a basic Totem. Summon it.,Shaman,Common,Minion,2,1,1,,https://www.hearthstonetopdecks.com/wp-content/uploads/2017/11/kobolds-hermit-200x286.png
Kobold Illusionist,Deathrattle:  Summon a 1/1 copy of a minion from your hand.,Rogue,Rare,Minion,4,3,3,,https://www.hearthstonetopdecks.com/wp-content/uploads/2017/11/kobold-illusionist1-200x286.png
Kobold Librarian,Battlecry:  Draw a card. Deal 2 damage to your hero.,Warlock,Common,Minion,1,2,1,,https://www.hearthstonetopdecks.com/wp-content/uploads/2017/11/kobold-librarian-200x286.png
Kobold Monk,Your hero can't be targeted by spells or Hero Powers.,Neutral,Rare,Minion,4,3,6,,https://www.hearthstonetopdecks.com/wp-content/uploads/2017/12/kobold-monk-200x286.png
Kodorider,Inspire:  Summon a 3/5 War Kodo.,Neutral,Epic,Minion,6,3,5,,https://www.hearthstonetopdecks.com/wp-content/uploads/2015/07/kodorider-hd-200x286.png
Linecracker,Overkill:  Double this minion's attack.,Neutral,Epic,Minion,7,5,10,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/11/linecracker-card-art-200x286.png
Living Mana,Transform your Mana Crystals into 2/2 minions. Recover the mana when they die.,Druid,Epic,Spell,5,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2017/03/living-mana-1-200x286.png
Living Roots,Choose One  - Deal 2 damage; or Summon two 1/1 Saplings.,Druid,Common,Spell,1,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2015/08/living-roots-hd-200x286.png
Loatheb,Battlecry:  Enemy spells cost (5) more next turn.,Neutral,Legendary,Minion,5,5,5,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/07/loatheb-1-200x286.png
Lock and Load,"Each time you cast a spell this turn, add a random Hunter card to your hand.",Hunter,Epic,Spell,2,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2015/07/lock-and-load-hd1-200x286.png
Lone Champion,"Battlecry:  If you control no other minions, gain  Taunt  and  Divine Shield .",Neutral,Rare,Minion,3,2,4,,https://www.hearthstonetopdecks.com/wp-content/uploads/2017/11/lone-champion-1-200x286.png
Loose Specimen,Battlecry:  Deal 6 damage randomly split among other friendly minions.,Neutral,Epic,Minion,5,6,6,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/08/loose-specimen-200x286.png
Loot Hoarder,Deathrattle: Draw a card.,Neutral,Common,Minion,2,2,1,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/03/loot-hoarder-200x286.png
Lord Godfrey,"Battlecry:  Deal 2 damage to all other minions. If any die, repeat this  Battlecry.",Warlock,Legendary,Minion,7,4,4,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/03/lord-godfrey-hd-200x286.png
Lord Jaraxxus,Battlecry: Destroy your hero and replace him with Lord Jaraxxus.,Warlock,Legendary,Minion,9,3,15,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/03/lord-jaraxxus-200x286.png
Lord of the Arena,Taunt,Neutral,Free,Minion,6,6,5,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/03/lord-of-the-arena-200x286.png
Lorewalker Cho,"Whenever a player casts a spell, put a copy into the other player’s hand.",Neutral,Legendary,Minion,2,0,4,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/03/lorewalker-cho-200x286.png
Lost in the Jungle,Summon two 1/1 Silver Hand Recruits.,Paladin,Common,Spell,1,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2017/03/lost-in-the-jungle-1-200x286.png
Lost Spirit,Deathrattle:  Give your minions +1 Attack.,Neutral,Common,Minion,2,1,1,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/04/lost-spirit-200x286.png
Lost Tallstrider,,Neutral,Common,Minion,4,5,4,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/12/lost-tallstrider-200x286.png
Lotus Agents,"Battlecry: Discover  a Druid, Rogue, or Shaman card.",Druid,Rare,Minion,5,5,3,,https://www.hearthstonetopdecks.com/wp-content/uploads/2016/11/lotus-agents-1-200x286.png
Lotus Assassin,"Stealth.  Whenever this attacks and kills a minion, gain  Stealth .",Rogue,Epic,Minion,5,5,5,,https://www.hearthstonetopdecks.com/wp-content/uploads/2016/11/lotus-assassin-1-200x286.png
Lotus Illusionist,"After this minion attacks a hero, transform it into a random 6-Cost minion.",Shaman,Epic,Minion,4,3,5,,https://www.hearthstonetopdecks.com/wp-content/uploads/2016/11/lotus-illusionist-200x286.png
Lowly Squire,Inspire:  Gain +1 Attack.,Neutral,Common,Minion,1,1,2,,https://www.hearthstonetopdecks.com/wp-content/uploads/2015/07/lowly-squire-hd-200x286.png
Lucentbark,"Taunt 

 Deathrattle:  Go dormant. Restore 5 Health to awaken this minion.",Druid,Legendary,Minion,8,4,8,,https://www.hearthstonetopdecks.com/wp-content/uploads/2019/04/Lucentbark-200x276.png
Luckydo Buccaneer,"Battlecry:  If your weapon has at least 3 Attack, gain +4/+4.",Rogue,Epic,Minion,6,5,5,,https://www.hearthstonetopdecks.com/wp-content/uploads/2016/11/luckydo-buccaneer-200x286.png
Lunar Visions,Draw 2 cards. Minions drawn cost (2) less.,Druid,Epic,Spell,5,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2016/11/lunar-visions-1-200x286.png
Luna's Pocket Galaxy,Change the Cost of minions in your deck to (1).,Mage,Legendary,Spell,7,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/07/Lunas-Pocket-Galaxy-200x271.png
Lynessa Sunsorrow,Battlecry:  Cast each spell you cast on your minions this game on this one.,Paladin,Legendary,Minion,7,1,1,,https://www.hearthstonetopdecks.com/wp-content/uploads/2017/11/lynessa-sunsorrow-200x286.png
Lyra the Sunshard,"Whenever you cast a spell, add a random Priest spell to your hand.",Priest,Legendary,Minion,5,3,5,,https://www.hearthstonetopdecks.com/wp-content/uploads/2017/03/lyra-the-sunshard-200x286.png
Mad Bomber,Battlecry: Deal 3 damage randomly split between all other characters.,Neutral,Common,Minion,2,3,2,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/03/mad-bomber-200x286.png
Mad Hatter,Battlecry:  Randomly toss 3 hats to other minions. Each hat gives +1/+1.,Neutral,Rare,Minion,4,3,2,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/04/mad-hatter-200x286.png
Mad Scientist,Deathrattle:  Put a Secret from your deck into the battlefield.,Neutral,Common,Minion,2,2,2,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/07/mad-scientist-1-200x286.png
Mad Summoner,Battlecry:  Fill each player's board with 1/1 Imps.,Neutral,Rare,Minion,6,4,4,,https://www.hearthstonetopdecks.com/wp-content/uploads/2019/04/Mad-Summoner-200x280.png
Madam Goya,Battlecry:  Choose a friendly minion. Swap it with a minion in your deck.,Neutral,Legendary,Minion,6,4,3,,https://www.hearthstonetopdecks.com/wp-content/uploads/2016/11/madam-goya-1-200x286.png
Madame Lazul,Battlecry:  Discover  a copy of a card in your opponent's hand.,Priest,Legendary,Minion,3,3,2,,https://www.hearthstonetopdecks.com/wp-content/uploads/2019/03/Madame-Lazul-2-200x276.png
Madder Bomber,Battlecry:  Deal 6 damage randomly split between all other characters.,Neutral,Rare,Minion,5,5,4,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/11/madder-bomber-hd-200x286.png
Maelstrom Portal,Deal 1 damage to all enemy minions. Summon a random 1-Cost minion.,Shaman,Rare,Spell,2,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2016/08/maelstrom-portal-200x286.png
Maexxna,Poisonous,Neutral,Legendary,Minion,6,2,8,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/07/maexxna-2-200x286.png
Magic Carpet,"After you play a 1-Cost minion, give it +1 Attack and  Rush .",Neutral,Epic,Minion,3,1,6,,https://www.hearthstonetopdecks.com/wp-content/uploads/2019/04/Magic-Carpet-200x280.png
Magic Dart Frog,"After you cast a spell, deal 1 damage to a random enemy minion.",Mage,Common,Minion,2,1,3,,https://www.hearthstonetopdecks.com/wp-content/uploads/2019/04/Magic-Dart-Frog-200x280.png
Magic Trick,Discover  a spell that costs (3) or less.,Mage,Rare,Spell,1,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2019/03/Magic-Trick-200x276.png
Magma Rager,,Neutral,Free,Minion,3,5,1,,https://www.hearthstonetopdecks.com/wp-content/uploads/2017/04/magma-rager-new-200x286.png
Magnataur Alpha,Also damage the minions next to whomever he attacks.,Warrior,Epic,Minion,4,5,3,,https://www.hearthstonetopdecks.com/wp-content/uploads/2015/08/magnataur-alpha-hd-200x286.png
Maiden of the Lake,Your Hero Power costs (1).,Neutral,Common,Minion,4,2,6,,https://www.hearthstonetopdecks.com/wp-content/uploads/2015/07/maiden-of-the-lake-hd-200x286.png
Majordomo Executus,"Deathrattle: Replace your hero with Ragnaros, the Firelord.",Neutral,Legendary,Minion,9,9,7,,https://www.hearthstonetopdecks.com/wp-content/uploads/2015/08/majordomo-executus-hd-200x286.png
Malchezaar's Imp,"Whenever you discard a card, draw a card.",Warlock,Common,Minion,1,1,3,,https://www.hearthstonetopdecks.com/wp-content/uploads/2016/07/malchezaars-imp-hd-200x286.png
Malfurion the Pestilent,Choose One  - Summon 2  Poisonous  Spiders; or 2 Scarabs with  Taunt .,Druid,Legendary,Hero,7,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2017/08/malfurion-the-pestilent-1-200x286.png
Mal'Ganis,Your other Demons have +2/+2. Your hero is Immune.,Warlock,Legendary,Minion,9,9,7,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/12/malganis-200x286.png
Malkorok,Battlecry:  Equip a random weapon.,Warrior,Legendary,Minion,7,6,5,,https://www.hearthstonetopdecks.com/wp-content/uploads/2016/04/malkorok-200x286.png
Malorne,Deathrattle: Shuffle this minion into your deck.,Druid,Legendary,Minion,7,9,7,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/12/malorne-200x286.png
Malygos,Spell Damage +5,Neutral,Legendary,Minion,9,4,12,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/03/malygos-200x286.png
Mana Addict,"Whenever you cast a spell, gain +2 Attack this turn.",Neutral,Rare,Minion,2,1,3,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/03/mana-addict-200x286.png
Kooky Chemist,Battlecry:  Swap the Attack and Health of a minion.,Neutral,Common,Minion,4,4,4,,https://www.hearthstonetopdecks.com/wp-content/uploads/2016/11/kooky-chemist-1-200x286.png
Kor'kron Elite,Charge,Warrior,Free,Minion,4,4,3,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/03/korkron-elite-200x286.png
"Krag'wa, the Frog",Battlecry:  Return all spells you played last turn to your hand.,Shaman,Legendary,Minion,6,4,6,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/11/kragwa-the-frog-card-art-200x286.png
Krul the Unshackled,"Battlecry:  If your deck has no duplicates, summon all Demons from your hand.",Warlock,Legendary,Minion,9,7,9,,https://www.hearthstonetopdecks.com/wp-content/uploads/2016/11/krul-the-unshackled-200x286.png
Kun the Forgotten King,Choose One  - Gain 10 Armor; or Refresh your Mana Crystals.,Druid,Legendary,Minion,10,7,7,,https://www.hearthstonetopdecks.com/wp-content/uploads/2016/11/kun-the-forgotten-king-2-200x286.png
Kvaldir Raider,Inspire:  Gain +2/+2.,Neutral,Common,Minion,5,4,4,,https://www.hearthstonetopdecks.com/wp-content/uploads/2015/08/kvaldir-raider-hd-200x286.png
Lab Recruiter,Battlecry:  Shuffle 3 copies of a friendly minion into your deck.,Rogue,Common,Minion,2,3,2,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/07/lab-recruiter-200x286.png
Lady in White,Battlecry:  Cast 'Inner Fire' on every minion in your deck  (set Attack equal to Health).,Priest,Legendary,Minion,6,5,5,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/03/lady-in-white-hd-200x286.png
Lakkari Felhound,"Taunt 

 Battlecry:  Discard two random cards.",Warlock,Common,Minion,4,3,8,,https://www.hearthstonetopdecks.com/wp-content/uploads/2017/03/lakkari-felhound-200x286.png
Lakkari Sacrifice,"Quest:  Discard 6 cards.

 Reward:  Nether Portal.",Warlock,Legendary,Spell,1,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2017/03/lakkari-sacrifice-200x286.png
Lance Carrier,Battlecry:  Give a friendly minion +2 Attack.,Neutral,Common,Minion,2,1,2,,https://www.hearthstonetopdecks.com/wp-content/uploads/2015/08/lance-carrier-hd-200x286.png
Landscaping,Summon two 2/2 Treants.,Druid,Common,Spell,3,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/07/landscaping-200x286.png
Lava Burst,Deal 5 damage. Overload: (2),Shaman,Rare,Spell,3,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/03/lava-burst-200x286.png
Lava Shock,Deal 2 damage. Unlock your  Overloaded  Mana Crystals.,Shaman,Rare,Spell,2,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2015/08/lava-shock-hd-200x286.png
Lay on Hands,Restore 8 Health. Draw 3 cards.,Paladin,Epic,Spell,8,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/03/lay-on-hands-200x286.png
Lazul's Scheme,"Reduce the Attack of an enemy imnion by 1 until your next turn.

 (Upgrades each turn!)",Priest,Epic,Spell,0,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2019/03/Lazuls-Scheme-1-200x276.png
Leatherclad Hogleader,"Battlecry:  If your opponent has 6 or more cards in hand, gain  Charge .",Neutral,Epic,Minion,6,6,6,,https://www.hearthstonetopdecks.com/wp-content/uploads/2016/11/leatherclad-hogleader-1-200x286.png
Leeching Poison,Give your weapon  Lifesteal  this turn.,Rogue,Common,Spell,1,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/12/leeching-poison-200x286.png
Leeroy Jenkins,Charge. Battlecry: Summon two 1/1 Whelps for your opponent.,Neutral,Legendary,Minion,5,6,2,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/03/leeroy-jenkins-200x286.png
Leper Gnome,Deathrattle:  Deal 2 damage to the enemy hero.,Neutral,Common,Minion,1,1,1,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/03/leper-gnome-nerf-200x286.png
